# Port list
#   Borrowed heavily from Nmap's port list and 
#     www.simovits.com trojan port list, with additions
#
# format:  port[ut] | description | citation (URL) | date entered
#
12754t | Mstream | http://www.simovits.com/trojans/tr_data/y838.html | 2001-06-06
13000t | Senna Spy Trojan Generator | http://www.simovits.com/trojans/tr_data/y1163.html | 2001-06-06
13010t | Hacker Brasil - HBR | http://www.simovits.com/trojans/tr_data/y562.html | 2001-06-06
13013t | PsychWard | http://www.simovits.com/trojans/tr_data/y1037.html | 2001-06-06
13014t | PsychWard | http://www.simovits.com/trojans/tr_data/y1037.html | 2001-06-06
13223t | Hack´99 KeyLogger | http://www.simovits.com/trojans/tr_data/y556.html | 2001-06-06
13473t | Chupacabra | http://www.simovits.com/trojans/tr_data/y258.html | 2001-06-06
14500t | PC Invader | http://www.simovits.com/trojans/tr_data/y976.html | 2001-06-06
14501t | PC Invader | http://www.simovits.com/trojans/tr_data/y976.html | 2001-06-06
14502t | PC Invader | http://www.simovits.com/trojans/tr_data/y976.html | 2001-06-06
14503t | PC Invader | http://www.simovits.com/trojans/tr_data/y976.html | 2001-06-06
15000t | NetDemon | http://www.simovits.com/trojans/tr_data/y886.html | 2001-06-06
15092t | Host Control | http://www.simovits.com/trojans/tr_data/y596.html | 2001-06-06
15104t | Mstream | http://www.simovits.com/trojans/tr_data/y838.html | 2001-06-06
15382t | SubZero | http://www.simovits.com/trojans/tr_data/y1274.html | 2001-06-06
15858t | CDK | http://www.simovits.com/trojans/tr_data/y241.html | 2001-06-06
16484t | Mosucker | http://www.simovits.com/trojans/tr_data/y823.html | 2001-06-06
16660t | Stacheldraht | http://www.simovits.com/trojans/tr_data/y1243.html | 2001-06-06
16772t | ICQ Revenge | http://www.simovits.com/trojans/tr_data/y618.html | 2001-06-06
16959t | SubSeven | http://www.simovits.com/trojans/tr_data/y1264.html | 2001-06-06
16969t | Priority | http://www.simovits.com/trojans/tr_data/y1024.html | 2001-06-06
17007u | isode-dua |  | 
17166t | Mosaic | http://www.simovits.com/trojans/tr_data/y821.html | 2001-06-06
17300t | Kuang2 the virus | http://www.simovits.com/trojans/tr_data/y715.html | 2001-06-06
17449t | Kid Terror | http://www.simovits.com/trojans/tr_data/y696.html | 2001-06-06
17499t | CrazzyNet | http://www.simovits.com/trojans/tr_data/y288.html | 2001-06-06
17500t | CrazzyNet | http://www.simovits.com/trojans/tr_data/y288.html | 2001-06-06
17569t | Infector | http://www.simovits.com/trojans/tr_data/y641.html | 2001-06-06
17593t | Audiodoor | http://www.simovits.com/trojans/tr_data/y107.html | 2001-06-06
17777t | Nephron | http://www.simovits.com/trojans/tr_data/y868.html | 2001-06-06
18000u | biimenu - Beckman Instruments, Inc. |  | 
18753u | Shaft | http://www.simovits.com/trojans/tr_data/y1176.html | 2001-06-06
19864t | ICQ Revenge | http://www.simovits.com/trojans/tr_data/y618.html | 2001-06-06
20000t | Millenium | http://www.simovits.com/trojans/tr_data/y798.html | 2001-06-06
20001t | Millenium | http://www.simovits.com/trojans/tr_data/y798.html | 2001-06-06
20002t | AcidkoR | http://www.simovits.com/trojans/tr_data/y33.html | 2001-06-06
20005t | Mosucker | http://www.simovits.com/trojans/tr_data/y823.html | 2001-06-06
20023t | VP Killer | http://www.simovits.com/trojans/tr_data/y1512.html | 2001-06-06
20034t | NetBus 2 Pro | | 2000-05-30
20203t | Chupacabra | http://www.simovits.com/trojans/tr_data/y258.html | 2001-06-06
20331t | BLA trojan | http://www.simovits.com/trojans/tr_data/y159.html | 2001-06-06
20432t | Shaft | http://www.simovits.com/trojans/tr_data/y1176.html | 2001-06-06
20433u | Shaft | http://www.simovits.com/trojans/tr_data/y1176.html | 2001-06-06
21544t | GirlFriend | http://www.simovits.com/trojans/tr_data/y527.html | 2001-06-06
21554t | Exploiter | http://www.simovits.com/trojans/tr_data/y426.html | 2001-06-06
22222t | Donald Dick | http://www.simovits.com/trojans/tr_data/y358.html | 2001-06-06
22273t | wnn6 - Wnn6 (Japanese input) |  | 
22289t | wnn6_Cn - Wnn6 (Chinese input) |  | 
22305t | wnn6_Kr - Wnn6 (Korean input) |  | 
22321t | wnn6_Tw - Wnn6 (Taiwanse input) |  | 
23005t | NetTrash | http://www.simovits.com/trojans/tr_data/y903.html | 2001-06-06
23006t | NetTrash | http://www.simovits.com/trojans/tr_data/y903.html | 2001-06-06
23023t | Logged | http://www.simovits.com/trojans/tr_data/y742.html | 2001-06-06
23032t | Amanda | http://www.simovits.com/trojans/tr_data/y55.html | 2001-06-06
23432t | Asylum | http://www.simovits.com/trojans/tr_data/y101.html | 2001-06-06
23456t | Evil FTP | http://www.simovits.com/trojans/tr_data/y415.html | 2001-06-06
23476u | Donald Dick | http://www.simovits.com/trojans/tr_data/y358.html | 2001-06-06
23477t | Donald Dick | http://www.simovits.com/trojans/tr_data/y358.html | 2001-06-06
23777t | InetSpy | http://www.simovits.com/trojans/tr_data/y640.html | 2001-06-06
24000t | Infector | http://www.simovits.com/trojans/tr_data/y641.html | 2001-06-06
25685t | Moonpie | http://www.simovits.com/trojans/tr_data/y818.html | 2001-06-06
25686t | Moonpie | http://www.simovits.com/trojans/tr_data/y818.html | 2001-06-06
25982t | Moonpie | http://www.simovits.com/trojans/tr_data/y818.html | 2001-06-06
26208t | wnn6_DS - Wnn6 (Dserver) |  | 
26274u | Delta Source | http://www.simovits.com/trojans/tr_data/y326.html | 2001-06-06
26681t | Voice Spy | http://www.simovits.com/trojans/tr_data/y1505.html | 2001-06-06
27016u | Half-Life |  | 
27374t | Bad Blood | http://www.simovits.com/trojans/tr_data/y134.html | 2001-06-06
27444u | Trinoo Master->Daemon | http://staff.washington.edu/dittrich/misc/trinoo.analysis | 2000-05-30
27573t | SubSeven | http://www.simovits.com/trojans/tr_data/y1264.html | 2001-06-06
27665t | Trinoo ->Master | http://staff.washington.edu/dittrich/misc/trinoo.analysis | 2000-05-30
28678t | Exploiter | http://www.simovits.com/trojans/tr_data/y426.html | 2001-06-06
29104t | NetTrojan | http://www.simovits.com/trojans/tr_data/y904.html | 2001-06-06
29369t | ovasOn | http://www.simovits.com/trojans/tr_data/y959.html | 2001-06-06
29891t | The Unexplained | http://www.simovits.com/trojans/tr_data/y1341.html | 2001-06-06
30000t | Infector | http://www.simovits.com/trojans/tr_data/y641.html | 2001-06-06
30001t | ErrOr32 | http://www.simovits.com/trojans/tr_data/y412.html | 2001-06-06
30003t | Lamers Death | http://www.simovits.com/trojans/tr_data/y718.html | 2001-06-06
30029t | AOL trojan | http://www.simovits.com/trojans/tr_data/y72.html | 2001-06-06
30100t | NetSphere | | 2000-05-30
30101t | NetSphere | | 2000-05-30
30102t | NetSphere | | 2000-05-30
30103u | NetSphere | http://www.simovits.com/trojans/tr_data/y898.html | 2001-06-06
30133t | NetSphere | http://www.simovits.com/trojans/tr_data/y898.html | 2001-06-06
30303t | Sockets des Troie | http://www.simovits.com/trojans/tr_data/y1210.html | 2001-06-06
30947t | Intruse | http://www.simovits.com/trojans/tr_data/y653.html | 2001-06-06
30999t | Kuang2 | http://www.simovits.com/trojans/tr_data/y712.html | 2001-06-06
31335u | Trinoo Daemon->Master | http://staff.washington.edu/dittrich/misc/trinoo.analysis | 2000-05-30
31336t | Bo Whack | | 2000-05-30
31337t | BO client, BO2, Bo Facil | | 2000-05-30
31338u | Back Orifice, DeepBO | | 2000-05-30
31339t | NetSpy  (DK) | http://www.simovits.com/trojans/tr_data/y901.html | 2001-06-06
31666t | BOWhack | | 2000-05-30
31785t | Hack´a´Tack | http://www.simovits.com/trojans/tr_data/y557.html | 2001-06-06
31787t | Hack´a´Tack | http://www.simovits.com/trojans/tr_data/y557.html | 2001-06-06
31788t | Hack´a´Tack | http://www.simovits.com/trojans/tr_data/y557.html | 2001-06-06
31789u | Hack´a´Tack | http://www.simovits.com/trojans/tr_data/y557.html | 2001-06-06
31790t | Hack´a´Tack | http://www.simovits.com/trojans/tr_data/y557.html | 2001-06-06
31791u | Hack´a´Tack | http://www.simovits.com/trojans/tr_data/y557.html | 2001-06-06
31792t | Hack´a´Tack | http://www.simovits.com/trojans/tr_data/y557.html | 2001-06-06
32001t | Donald Dick | http://www.simovits.com/trojans/tr_data/y358.html | 2001-06-06
32100t | Peanut Brittle | http://www.simovits.com/trojans/tr_data/y980.html | 2001-06-06
32418t | Acid Battery | http://www.simovits.com/trojans/tr_data/y27.html | 2001-06-06
33270t | Trinity | http://www.simovits.com/trojans/tr_data/y1376.html | 2001-06-06
33333t | Blakharaz | http://www.simovits.com/trojans/tr_data/y163.html | 2001-06-06
33577t | Son of PsychWard | http://www.simovits.com/trojans/tr_data/y1216.html | 2001-06-06
33777t | Son of PsychWard | http://www.simovits.com/trojans/tr_data/y1216.html | 2001-06-06
33911t | Spirit 2000,  Spirit 2001 | http://www.simovits.com/trojans/tr_data/y1232.html | 2001-06-06
34324t | Big Gluck | http://www.simovits.com/trojans/tr_data/y154.html | 2001-06-06
34444t | Donald Dick | http://www.simovits.com/trojans/tr_data/y358.html | 2001-06-06
34555u | Trinoo (for Windows) | http://www.simovits.com/trojans/tr_data/y1378.html | 2001-06-06
35555u | Trinoo (for Windows) | http://www.simovits.com/trojans/tr_data/y1378.html | 2001-06-06
37237t | Mantis | http://www.simovits.com/trojans/tr_data/y770.html | 2001-06-06
37651t | Yet Another Trojan - YAT | http://www.simovits.com/trojans/tr_data/y1534.html | 2001-06-06
40412t | The Spy | http://www.simovits.com/trojans/tr_data/y1336.html | 2001-06-06
40421t | Agent 40421 | http://www.simovits.com/trojans/tr_data/y46.html | 2001-06-06
40422t | Masters Paradise | http://www.simovits.com/trojans/tr_data/y776.html | 2001-06-06
40423t | Masters Paradise | http://www.simovits.com/trojans/tr_data/y776.html | 2001-06-06
40425t | Masters Paradise | http://www.simovits.com/trojans/tr_data/y776.html | 2001-06-06
40426t | Masters Paradise | http://www.simovits.com/trojans/tr_data/y776.html | 2001-06-06
41337t | Storm | http://www.simovits.com/trojans/tr_data/y1254.html | 2001-06-06
41666t | Remote Boot Tool - RBT | http://www.simovits.com/trojans/tr_data/y1089.html | 2001-06-06
44444t | Prosiak | http://www.simovits.com/trojans/tr_data/y1033.html | 2001-06-06
44575t | Exploiter | http://www.simovits.com/trojans/tr_data/y426.html | 2001-06-06
47262u | Delta Source | http://www.simovits.com/trojans/tr_data/y326.html | 2001-06-06
47557u | dbbrowse - Databeam Corporation |  | 
49301t | OnLine KeyLogger | http://www.simovits.com/trojans/tr_data/y950.html | 2001-06-06
50130t | Enterprise | http://www.simovits.com/trojans/tr_data/y408.html | 2001-06-06
50505t | Sockets des Troie | http://www.simovits.com/trojans/tr_data/y1210.html | 2001-06-06
50766t | Fore | http://www.simovits.com/trojans/tr_data/y480.html | 2001-06-06
51966t | Cafeini | http://www.simovits.com/trojans/tr_data/y224.html | 2001-06-06
52317t | Acid Battery 2000 | http://www.simovits.com/trojans/tr_data/y28.html | 2001-06-06
53001t | Remote Windows Shutdown | | 2000-05-30
54283t | SubSeven | http://www.simovits.com/trojans/tr_data/y1264.html | 2001-06-06
54320t | Back Orifice 2000 | | 2000-05-30
54321u | Back Orifice 2000t | | 2000-05-30
55165t | File Manager trojan | http://www.simovits.com/trojans/tr_data/y454.html | 2001-06-06
55166t | WM Trojan Generator | http://www.simovits.com/trojans/tr_data/y1500.html | 2001-06-06
57341t | NetRaider | http://www.simovits.com/trojans/tr_data/y893.html | 2001-06-06
58339t | Butt Funnel | http://www.simovits.com/trojans/tr_data/y218.html | 2001-06-06
60000t | Deep Throat | | 2000-05-30
60001t | Trinity | http://www.simovits.com/trojans/tr_data/y1376.html | 2001-06-06
60068t | Xzip 6000068 | http://www.simovits.com/trojans/tr_data/y1528.html | 2001-06-06
60411t | Connection | http://www.simovits.com/trojans/tr_data/y274.html | 2001-06-06
61348t | Bunker-Hill | http://www.simovits.com/trojans/tr_data/y211.html | 2001-06-06
61466t | TeleCommando | http://www.simovits.com/trojans/tr_data/y1307.html | 2001-06-06
61603t | Bunker-Hill | http://www.simovits.com/trojans/tr_data/y211.html | 2001-06-06
63485t | Bunker-Hill | http://www.simovits.com/trojans/tr_data/y211.html | 2001-06-06
64101t | Taskman | http://www.simovits.com/trojans/tr_data/y1302.html | 2001-06-06
65000t | Devil | http://www.simovits.com/trojans/tr_data/y334.html | 2001-06-06
65390t | Eclypse | http://www.simovits.com/trojans/tr_data/y393.html | 2001-06-06
65421t | Jade | http://www.simovits.com/trojans/tr_data/y665.html | 2001-06-06
65432u | The Traitor  (= th3tr41t0r) | http://www.simovits.com/trojans/tr_data/y1340.html | 2001-06-06
65534t | /sbin/initd | http://www.simovits.com/trojans/tr_data/y1135.html | 2001-06-06
65535t | RC1 trojan | http://www.simovits.com/trojans/tr_data/y1073.html | 2001-06-06
0i | ICMP: Echo reply | |
768i | ICMP: Network unreachable | |
769i | ICMP: Host unreachable | |
770i | ICMP: Protocol unreachable | |
771i | ICMP: Port unreachable | |
772i | ICMP: Fragmentation needed but don't-fragment bit set | |
773i | ICMP: Source route failed | |
774i | ICMP: Destination network Unknown | |
775i | ICMP: Destination host Unknown | |
776i | ICMP: Source host isolated (obsolete) | |
777i | ICMP: Destination network administratively prohibited | |
778i | ICMP: Destination host administratively prohibited | |
779i | ICMP: Network Unreachable for TOS | |
780i | ICMP: Host unreachable for TOS | |
781i | ICMP: Communication administratively prohited by filtering | |
782i | ICMP: Host precedence Violation | |
783i | ICMP: Precedence cutoff in effect | |
1024i | ICMP: Source quench | |
1280i | ICMP: Redirect for network | |
1281i | ICMP: Redirect for host | |
1282i | ICMP: Redirect for type-of-service and network | |
1283i | ICMP: Redirect for type-of-service and host | |
2048i | ICMP: Echo request | |
2304i | ICMP: Router advertisement | |
2560i | ICMP: Router solicitation | |
2816i | ICMP: Time-to-live equals 0 during transit | |
2817i | ICMP: Time-to-live equals 0 during reassembly | |
3072i | ICMP: IP header bad | |
3073i | ICMP: Required option missing | |
3328i | ICMP: Time stamp request | |
3584i | ICMP: Time stamp reply | |
3840i | ICMP: Information request (obsolete) | |
4096i | ICMP: Information reply (obsolete) | |
4352i | ICMP: Address mask request | |
4608i | ICMP: Address mask reply | |
