# Port list
#   Borrowed heavily from Nmap's port list and 
#     www.simovits.com trojan port list, with additions
#
# format:  port[ut] | description | citation (URL) | date entered
#
1385t | atex_elmd - Atex Publishing License Manager |  | 
1386u | checksum - CheckSum License Manager |  | 
1387u | cadsi-lm - Computer Aided Design Software Inc LM |  | 
1388t | objective-dbc - Objective Solutions DataBase Cache |  | 
1389u | iclpv-dm - Document Manager |  | 
1390t | iclpv-sc - Storage Controller |  | 
1391t | iclpv-sas - Storage Access Server |  | 
1392t | iclpv-pm - Print Manager |  | 
1393u | iclpv-nls - Network Log Server |  | 
1394t | iclpv-nlc - Network Log Client |  | 
1395t | iclpv-wsm - PC Workstation Manager software |  | 
1396u | dvl-activemail - DVL Active Mail |  | 
1397t | audio-activmail - Audio Active Mail |  | 
1398u | video-activmail - Video Active Mail |  | 
1399u | cadkey-licman - Cadkey License Manager |  | 
1400u | cadkey-tablet - Cadkey Tablet Daemon |  | 
1401t | goldleaf-licman - Goldleaf License Manager |  | 
1402t | prm-sm-np - Prospero Resource Manager |  | 
1403u | prm-nm-np - Prospero Resource Manager |  | 
1404u | igi-lm - Infinite Graphics License Manager |  | 
1405u | ibm-res - IBM Remote Execution Starter |  | 
1406t | netlabs-lm - NetLabs License Manager |  | 
1407u | dbsa-lm - DBSA License Manager |  | 
1408t | sophia-lm - Sophia License Manager |  | 
1409u | here-lm - Here License Manager |  | 
1410u | hiq - HiQ License Manager |  | 
1411u | af - AudioFile |  | 
1412u | innosys |  | 
1413t | innosys-acl |  | 
1414u | ibm-mqseries - IBM MQSeries |  | 
1415u | dbstar |  | 
1416t | novell-lu6.2 - Novell LU6.2 |  | 
1417t | timbuktu-srv1 - Timbuktu Service 1 Port |  | 
1418u | timbuktu-srv2 - Timbuktu Service 2 Port |  | 
1419t | timbuktu-srv3 - Timbuktu Service 3 Port |  | 
1420t | timbuktu-srv4 - Timbuktu Service 4 Port |  | 
1421u | gandalf-lm - Gandalf License Manager |  | 
1422t | autodesk-lm - Autodesk License Manager |  | 
1423t | essbase - Essbase Arbor Software |  | 
1424u | hybrid - Hybrid Encryption Protocol |  | 
1425u | zion-lm - Zion Software License Manager |  | 
1426u | sas-1 - Satellite-data Acquisition System 1 |  | 
1427t | mloadd - mloadd monitoring tool |  | 
1428u | informatik-lm - Informatik License Manager |  | 
1429t | nms - Hypercom NMS |  | 
1430t | tpdu - Hypercom TPDU |  | 
1431u | rgtp - Reverse Gossip Transport |  | 
1432t | blueberry-lm - Blueberry Software License Manager |  | 
1433t | ms-sql-s - Microsoft-SQL-Server |  | 
1434t | ms-sql-m - Microsoft-SQL-Monitor |  | 
1435u | ibm-cics |  | 
1436u | sas-2 - Satellite-data Acquisition System 2 |  | 
1437t | tabula |  | 
1438u | eicon-server - Eicon Security Agent/Server |  | 
1439u | eicon-x25 - Eicon X25/SNA Gateway |  | 
1440u | eicon-slp - Eicon Service Location Protocol |  | 
1441t | cadis-1 - Cadis License Management |  | 
1442u | cadis-2 - Cadis License Management |  | 
1443t | ies-lm - Integrated Engineering Software |  | 
1444t | marcam-lm - Marcam License Management |  | 
1445u | proxima-lm - Proxima License Manager |  | 
1446t | ora-lm - Optical Research Associates License Manager |  | 
1447u | apri-lm - Applied Parallel Research LM |  | 
1448u | oc-lm - OpenConnect License Manager |  | 
1449t | peport |  | 
1450t | dwf - Tandem Distributed Workbench Facility |  | 
1451u | infoman - IBM Information Management |  | 
1452u | gtegsc-lm - GTE Government Systems License Man |  | 
1453t | genie-lm - Genie License Manager |  | 
1454u | interhdl_elmd - interHDL License Manager |  | 
1455u | esl-lm - ESL License Manager |  | 
1456t | dca |  | 
1457u | valisys-lm - Valisys License Manager |  | 
1458u | nrcabq-lm - Nichols Research Corp. |  | 
1459u | proshare1 - Proshare Notebook Application |  | 
1460t | proshare2 - Proshare Notebook Application |  | 
1461t | ibm_wrless_lan - IBM Wireless LAN |  | 
1462u | world-lm - World License Manager |  | 
1463t | nucleus |  | 
1464u | msl_lmd - MSL License Manager |  | 
1465t | pipes - Pipes Platform |  | 
1466t | oceansoft-lm - Ocean Software License Manager |  | 
1467t | csdmbase |  | 
1468u | csdm |  | 
1469t | aal-lm - Active Analysis Limited License Manager |  | 
1470u | uaiact - Universal Analytics |  | 
1471u | csdmbase |  | 
1472u | csdm |  | 
1473u | openmath |  | 
1474t | telefinder |  | 
1475t | taligent-lm - Taligent License Manager |  | 
1476t | clvm-cfg |  | 
1477t | ms-sna-server |  | 
1478u | ms-sna-base |  | 
1479u | dberegister |  | 
1480u | pacerforum |  | 
1481t | airs |  | 
1482u | miteksys-lm - Miteksys License Manager |  | 
1483u | afs - AFS License Manager |  | 
1484t | confluent - Confluent License Manager |  | 
1485t | lansource |  | 
1486u | nms_topo_serv |  | 
1487t | localinfosrvr |  | 
1488u | docstor |  | 
1489u | dmdocbroker |  | 
1490t | insitu-conf |  | 
1491t | anynetgateway |  | 
1492t | stone-design-1 |  | 
1493t | netmap_lm |  | 
1494u | ica |  | 
1495t | cvc |  | 
1496t | liberty-lm |  | 
1497t | rfx-lm |  | 
1498t | watcom-sql |  | 
1499u | fhc - Federico Heinz Consultora |  | 
1500t | vlsi-lm - VLSI License Manager |  | 
1501t | sas-3 - Satellite-data Acquisition System 3 |  | 
1502t | shivadiscovery - Shiva |  | 
1503u | imtc-mcs - Databeam |  | 
1504u | evb-elm - EVB Software Engineering License Manager |  | 
1505u | funkproxy - Funk Software, Inc. |  | 
1506t | utcd - Universal Time daemon (utcd) |  | 
1507t | symplex |  | 
1508t | diagmond |  | 
1509u | robcad-lm - Robcad, Ltd. License Manager |  | 
1510u | mvx-lm - Midland Valley Exploration Ltd. Lic. Man. |  | 
1511u | 3l-l1 |  | 
1512u | wins - Microsoft's Windows Internet Name Service |  | 
1513t | fujitsu-dtc - Fujitsu Systems Business of America, Inc |  | 
1514u | fujitsu-dtcns - Fujitsu Systems Business of America, Inc |  | 
1515t | ifor-protocol |  | 
1516u | vpad - Virtual Places Audio data |  | 
1517t | vpac - Virtual Places Audio control |  | 
1518u | vpvd - Virtual Places Video data |  | 
1519t | vpvc - Virtual Places Video control |  | 
1520u | atm-zip-office - atm zip office |  | 
1521u | ncube-lm - nCube License Manager |  | 
1522t | rna-lm - Ricardo North America License Manager |  | 
1523t | cichild-lm |  | 
1524t | ingreslock - ingres |  | 
1525u | orasrv - oracle |  | 
1526t | pdap-np - Prospero Data Access Prot non-priv |  | 
1527u | tlisrv - oracle |  | 
1528t | mciautoreg |  | 
1529u | coauthor - oracle |  | 
1530u | rap-service |  | 
1531t | rap-listen |  | 
1532u | miroconnect |  | 
1533u | virtual-places - Virtual Places Software |  | 
1534u | micromuse-lm |  | 
1535u | ampr-info |  | 
1536t | ampr-inter |  | 
1537t | sdsc-lm |  | 
1538u | 3ds-lm |  | 
1539u | intellistor-lm - Intellistor License Manager |  | 
1540u | rds |  | 
1541t | rds2 |  | 
1542u | gridgen-elmd |  | 
1543u | simba-cs |  | 
1544u | aspeclmd |  | 
1545u | vistium-share |  | 
1546u | abbaccuray |  | 
1547t | laplink |  | 
1548t | axon-lm - Axon License Manager |  | 
1549u | shivasound - Shiva Sound |  | 
1550t | 3m-image-lm - Image Storage license manager 3M Company |  | 
1551t | hecmtl-db |  | 
1552u | pciarray |  | 
1568t | Remote Hack | http://www.simovits.com/trojans/tr_data/y1094.html | 2001-06-06
1600t | issd |  | 
1645u | radius - radius authentication |  | 
1646u | radacct - radius accounting |  | 
1650u | nkd |  | 
1651t | shiva_confsrvr |  | 
1652t | xnmp |  | 
1661u | netview-aix-1 |  | 
1662t | netview-aix-2 |  | 
1663t | netview-aix-3 |  | 
1664t | netview-aix-4 |  | 
1665u | netview-aix-5 |  | 
1666u | netview-aix-6 |  | 
1667t | netview-aix-7 |  | 
1668t | netview-aix-8 |  | 
1669u | netview-aix-9 |  | 
1670t | netview-aix-10 |  | 
1671t | netview-aix-11 |  | 
1672u | netview-aix-12 |  | 
1703t | Exploiter | http://www.simovits.com/trojans/tr_data/y426.html | 2001-06-06
1723t | pptp - Point-to-point tunnelling protocol |  | 
1777t | Scarab | http://www.simovits.com/trojans/tr_data/y1137.html | 2001-06-06
1807t | SpySender | http://www.simovits.com/trojans/tr_data/y1240.html | 2001-06-06
1812u | radius - RADIUS authentication protocol (RFC 2138) |  | 
1813u | radacct - RADIUS accounting protocol (RFC 2139) |  | 
1966t | Fake FTP | http://www.simovits.com/trojans/tr_data/y439.html | 2001-06-06
1967t | WM FTP Server | http://www.simovits.com/trojans/tr_data/y1498.html | 2001-06-06
1969t | OpC BO | http://www.simovits.com/trojans/tr_data/y951.html | 2001-06-06
1981t | Bowl | http://www.simovits.com/trojans/tr_data/y192.html | 2001-06-06
1986u | licensedaemon - cisco license management |  | 
1987u | tr-rsrb-p1 - cisco RSRB Priority 1 port |  | 
1988t | tr-rsrb-p2 - cisco RSRB Priority 2 port |  | 
1989t | tr-rsrb-p3 - cisco RSRB Priority 3 port |  | 
1990u | stun-p1 - cisco STUN Priority 1 port |  | 
1991u | stun-p2 - cisco STUN Priority 2 port |  | 
1992t | stun-p3 - cisco STUN Priority 3 port |  | 
1993t | snmp-tcp-port - cisco SNMP TCP port |  | 
1994t | stun-port - cisco serial tunnel port |  | 
1995t | perf-port - cisco perf port |  | 
1996u | tr-rsrb-port - cisco Remote SRB port |  | 
1997u | gdp-port - cisco Gateway Discovery Protocol |  | 
1998u | x25-svc-port - cisco X.25 service (XOT) |  | 
1999u | tcp-id-port - cisco identification port |  | 
2000t | callbook |  | 
2001u | wizard - curry |  | 
2002t | globe |  | 
2003t | cfingerd - GNU finger |  | 
2004t | mailbox |  | 
2005t | deslogin - encrypted symmetric telnet/login |  | 
2006u | raid-cc - raid |  | 
2007t | dectalk |  | 
2008t | conf |  | 
2009t | news |  | 
2010t | search |  | 
2011u | servserv |  | 
2012u | raid-ac |  | 
2013t | raid-am |  | 
2014t | troff |  | 
2015u | raid-cs |  | 
2016t | bootserver |  | 
2017t | cypress-stat |  | 
2018u | rellpack |  | 
2019t | whosockami |  | 
2020u | xinupageserver |  | 
2021t | servexec |  | 
2022t | down |  | 
2023u | xinuexpansion3 |  | 
2024t | xinuexpansion4 |  | 
2025t | ellpack |  | 
2026t | scrabble |  | 
2027t | shadowserver |  | 
2028t | submitserver |  | 
2030u | device2 |  | 
2032t | blackboard |  | 
2033u | glogger |  | 
2034u | scoremgr |  | 
2035u | imsldoc |  | 
2038u | objectmanager |  | 
2040t | lam |  | 
2041u | interbase |  | 
2042t | isis |  | 
2043t | isis-bcast |  | 
2044u | rimsl |  | 
2045u | cdfunc |  | 
2046t | sdfunc |  | 
2047u | dls |  | 
2048u | dls-monitor |  | 
2049t | nfs - networked file system |  | 
2064t | distrib-netassholes - A group of lamers working on a silly closed-source client for solving the RSA cryptographic challenge. This is the keyblock proxy port. |  | 
2065u | dlsrpn - Data Link Switch Read Port Number |  | 
2067t | dlswpn - Data Link Switch Write Port Number |  | 
2080t | WinHole | http://www.simovits.com/trojans/tr_data/y1468.html | 2001-06-06
2103u | zephyr-clt - Zephyr serv-hm connection |  | 
2104u | zephyr-hm - Zephyr hostmanager |  | 
2105u | eklogin - Kerberos (v4) encrypted rlogin |  | 
2106u | ekshell - Kerberos (v4) encrypted rshell |  | 
2108u | rkinit - Kerberos (v4) remote initialization |  | 
2111t | kx - X over kerberos |  | 
2112t | kip - IP over kerberos |  | 
2115t | Bugs | http://www.simovits.com/trojans/tr_data/y208.html | 2001-06-06
2120t | kauth - Remote kauth |  | 
2130u | Mini Backlash | http://www.simovits.com/trojans/tr_data/y804.html | 2001-06-06
2140t | Deep Throat, | | 2000-05-30
2155t | Illusion Mailer | http://www.simovits.com/trojans/tr_data/y632.html | 2001-06-06
2201t | ats - Advanced Training System Program |  | 
2232u | ivs-video - IVS Video default |  | 
2241t | ivsd - IVS Daemon |  | 
2255t | Nirvana | http://www.simovits.com/trojans/tr_data/y919.html | 2001-06-06
2283t | Hvl RAT | http://www.simovits.com/trojans/tr_data/y603.html | 2001-06-06
2300t | Xplorer | http://www.simovits.com/trojans/tr_data/y1523.html | 2001-06-06
2307u | pehelp |  | 
2311t | Studio 54 | http://www.simovits.com/trojans/tr_data/y1259.html | 2001-06-06
2330t | Contact | http://www.simovits.com/trojans/tr_data/y276.html | 2001-06-06
2331t | Contact | http://www.simovits.com/trojans/tr_data/y276.html | 2001-06-06
2332t | Contact | http://www.simovits.com/trojans/tr_data/y276.html | 2001-06-06
2333t | Contact | http://www.simovits.com/trojans/tr_data/y276.html | 2001-06-06
2334t | Contact | http://www.simovits.com/trojans/tr_data/y276.html | 2001-06-06
2335t | Contact | http://www.simovits.com/trojans/tr_data/y276.html | 2001-06-06
2336t | Contact | http://www.simovits.com/trojans/tr_data/y276.html | 2001-06-06
2337t | Contact | http://www.simovits.com/trojans/tr_data/y276.html | 2001-06-06
2338t | Contact | http://www.simovits.com/trojans/tr_data/y276.html | 2001-06-06
2339u | Voice Spy | http://www.simovits.com/trojans/tr_data/y1505.html | 2001-06-06
2345t | Doly Trojan | http://www.simovits.com/trojans/tr_data/y357.html | 2001-06-06
2401t | cvspserver - CVS network server |  | 
2430u | venus |  | 
2431u | venus-se |  | 
2432t | codasrv |  | 
2433t | codasrv-se |  | 
2500t | rtsserv - Resource Tracking system server |  | 
2501u | rtsclient - Resource Tracking system client |  | 
2564t | hp-3000-telnet - HP 3000 NS/VT block mode telnet |  | 
2565t | Striker trojan | http://www.simovits.com/trojans/tr_data/y1257.html | 2001-06-06
2583t | WinCrash | | 2000-05-30
2600t | zebrasrv - zebra service |  | 
2601t | zebra - zebra vty |  | 
2602t | ripd - RIPd vty |  | 
2603t | ripngd - RIPngd vty |  | 
2604t | ospfd - OSPFd vty |  | 
2605t | bgpd - BGPd vty |  | 
2627u | webster |  | 
2716t | The Prayer | http://www.simovits.com/trojans/tr_data/y1334.html | 2001-06-06
2766t | listen - System V listener port |  | 
2773t | SubSeven | http://www.simovits.com/trojans/tr_data/y1264.html | 2001-06-06
2774t | SubSeven | http://www.simovits.com/trojans/tr_data/y1264.html | 2001-06-06
2784u | www-dev - world wide web - development |  | 
2801t | Phineas Phucker | http://www.simovits.com/trojans/tr_data/y989.html | 2001-06-06
2989u | Remote Administration Tool - RAT | http://www.simovits.com/trojans/tr_data/y1084.html | 2001-06-06
3000t | ppp - User-level ppp daemon |  | 
3005t | deslogin - encrypted symmetric telnet/login |  | 
3006t | deslogind |  | 
3024t | WinCrash | | 2000-05-30
3031t | Microspy | http://www.simovits.com/trojans/tr_data/y795.html | 2001-06-06
3049t | cfs - cryptographic file system (nfs) (proposed) |  | 
3086t | sj3 - SJ3 (kanji input) |  | 
3128t | squid-http |  | 
3129t | Masters Paradise | http://www.simovits.com/trojans/tr_data/y776.html | 2001-06-06
3130u | squid-ipc |  | 
3141t | vmodem |  | 
3150t | Deep Throat, The Invasor | | 2000-05-30
3264t | ccmail - cc:mail/lotus |  | 
3333t | dec-notes - DEC Notes |  | 
3421u | bmap - Bull Apprise portmapper |  | 
3455t | prsvp - RSVP Port |  | 
3456t | vat - VAT default data |  | 
3457t | vat-control - VAT default control |  | 
3459t | Eclipse 2000 | http://www.simovits.com/trojans/tr_data/y392.html | 2001-06-06
3462t | track - software distribution |  | 
3700t | Portal of Doom | | 2000-05-30
3777t | PsychWard | http://www.simovits.com/trojans/tr_data/y1037.html | 2001-06-06
3791t | Eclypse | | 2000-05-30
3801u | Eclypse | | 2000-05-30
3900t | udt_os - Unidata UDT OS |  | 
3984t | mapper-nodemgr - MAPPER network node manager |  | 
3985u | mapper-mapethd - MAPPER TCP/IP server |  | 
3986u | mapper-ws_ethd - MAPPER workstation server |  | 
4000t | SkyDance | http://www.simovits.com/trojans/tr_data/y1197.html | 2001-06-06
4008u | netcheque - NetCheque accounting |  | 
4045t | lockd |  | 
4092t | WinCrash | | 2000-05-30
4132t | nuts_dem - NUTS Daemon |  | 
4133u | nuts_bootp - NUTS Bootp Server |  | 
4144t | wincim - pc windows compuserve.com protocol |  | 
4242t | Virtual Hacking Machine - VHM | http://www.simovits.com/trojans/tr_data/y1492.html | 2001-06-06
4321t | rwhois - Remote Who Is |  | 
4333t | msql - mini-sql server |  | 
4343t | unicall |  | 
4444t | krb524 - Kerberos 5 to 4 ticket xlator |  | 
4500t | sae-urn |  | 
4557t | fax - FlexFax FAX transmission service |  | 
4559t | hylafax - HylaFAX client-server protocol |  | 
4567t | File Nail | http://www.simovits.com/trojans/tr_data/y455.html | 2001-06-06
4590t | ICQTrojan | | 2000-05-30
4672u | rfa - remote file access server |  | 
4950t | ICQ Trogen (Lm) | http://www.simovits.com/trojans/tr_data/y621.html | 2001-06-06
5000u | commplex-main |  | 
5001t | commplex-link |  | 
5002t | rfe - Radio Free Ethernet |  | 
5010u | telelpathstart |  | 
5011t | telelpathattack |  | 
5025t | WM Remote KeyLogger | http://www.simovits.com/trojans/tr_data/y1499.html | 2001-06-06
5031t | Net Metropolitan | http://www.simovits.com/trojans/tr_data/y873.html | 2001-06-06
5032t | Net Metropolitan | http://www.simovits.com/trojans/tr_data/y873.html | 2001-06-06
5050u | mmcc - multimedia conference control tool |  | 
5145t | rmonitor_secure |  | 
5190u | aol - America-Online |  | 
5191u | aol-1 - AmericaOnline1 |  | 
5192u | aol-2 - AmericaOnline2 |  | 
5193u | aol-3 - AmericaOnline3 |  | 
5232t | sgi-dgl - SGI Distributed Graphics |  | 
5236u | padl2sim |  | 
5300t | hacl-hb - HA cluster heartbeat |  | 
5301u | hacl-gs - HA cluster general services |  | 
5302u | hacl-cfg - HA cluster configuration |  | 
5303t | hacl-probe - HA cluster probing |  | 
5304u | hacl-local |  | 
5305u | hacl-test |  | 
5308t | cfengine |  | 
5321t | Firehotcker | http://www.simovits.com/trojans/tr_data/y462.html | 2001-06-06
5333t | Backage | http://www.simovits.com/trojans/tr_data/y127.html | 2001-06-06
5343t | wCrat - WC Remote Administration Tool | http://www.simovits.com/trojans/tr_data/y1433.html | 2001-06-06
5400t | Back Construction | http://www.simovits.com/trojans/tr_data/y115.html | 2001-06-06
5401t | Back Construction | http://www.simovits.com/trojans/tr_data/y115.html | 2001-06-06
5402t | Back Construction | http://www.simovits.com/trojans/tr_data/y115.html | 2001-06-06
5432t | postgres - postgres database server |  | 
5500u | securid - SecurID |  | 
5510t | secureidprop - ACE/Server services |  | 
5512t | Illusion Mailer | http://www.simovits.com/trojans/tr_data/y632.html | 2001-06-06
5520t | sdlog - ACE/Server services |  | 
5530t | sdserv - ACE/Server services |  | 
5534t | The Flu | http://www.simovits.com/trojans/tr_data/y1325.html | 2001-06-06
5540u | sdxauthd - ACE/Server services |  | 
5550t | sdadmind - ACE/Server services |  | 
5555u | rplay |  | 
5556t | BO Facil | | 2000-05-30
5557t | BO Facil | | 2000-05-30
5569t | Robo-Hack | http://www.simovits.com/trojans/tr_data/y1117.html | 2001-06-06
5637t | PC Crasher | http://www.simovits.com/trojans/tr_data/y975.html | 2001-06-06
5638t | PC Crasher | http://www.simovits.com/trojans/tr_data/y975.html | 2001-06-06
5680t | canna - Canna (Japanese Input) |  | 
5713u | proshareaudio - proshare conf audio |  | 
5714u | prosharevideo - proshare conf video |  | 
5715u | prosharedata - proshare conf data |  | 
5716u | prosharerequest - proshare conf request |  | 
5717u | prosharenotify - proshare conf notify |  | 
5742t | WinCrash | | 2000-05-30
5760t | Portmap Remote Root Linux Exploit | http://www.simovits.com/trojans/tr_data/y1013.html | 2001-06-06
5880t | Y3K RAT | http://www.simovits.com/trojans/tr_data/y1530.html | 2001-06-06
5882u | Y3K RAT | http://www.simovits.com/trojans/tr_data/y1530.html | 2001-06-06
5888u | Y3K RAT | http://www.simovits.com/trojans/tr_data/y1530.html | 2001-06-06
5889t | Y3K RAT | http://www.simovits.com/trojans/tr_data/y1530.html | 2001-06-06
5977t | ncd-pref-tcp - NCD preferences tcp port |  | 
5978t | ncd-diag-tcp - NCD diagnostic tcp port |  | 
5979t | ncd-conf-tcp - NCD configuration tcp port |  | 
5997t | ncd-pref - NCD preferences telnet port |  | 
5998t | ncd-diag - NCD diagnostic telnet port |  | 
5999t | ncd-conf - NCD configuration telnet port |  | 
6000t | X11 - X Window server |  | 
6001t | X11:1 - X Window server |  | 
6002t | X11:2 - X Window server |  | 
6003t | X11:3 - X Window server |  | 
6004t | X11:4 - X Window server |  | 
6005t | X11:5 - X Window server |  | 
6006t | X11:6 - X Window server |  | 
6007t | X11:7 - X Window server |  | 
6110t | softcm - HP SoftBench CM |  | 
6111u | spc - HP SoftBench Sub-Process Control |  | 
6112t | dtspc - CDE subprocess control |  | 
6141u | meta-corp - Meta Corporation License Manager |  | 
6142t | aspentec-lm - Aspen Technology License Manager |  | 
6143t | watershed-lm - Watershed License Manager |  | 
6144t | statsci1-lm - StatSci License Manager - 1 |  | 
6145u | statsci2-lm - StatSci License Manager - 2 |  | 
6146u | lonewolf-lm - Lone Wolf Systems License Manager |  | 
6147u | montage-lm - Montage License Manager |  | 
6148u | ricardo-lm - Ricardo North America License Manager |  | 
6272t | Secret Service | http://www.simovits.com/trojans/tr_data/y1150.html | 2001-06-06
6346t | gnutella | http://gnutella.wego.com | 2000-06-19
6400t | The Thing | http://www.simovits.com/trojans/tr_data/y1339.html | 2001-06-06
6558t | xdsxdm |  | 
6661t | TEMan | http://www.simovits.com/trojans/tr_data/y1312.html | 2001-06-06
6666t | irc-serv - internet relay chat server |  | 
6667t | irc - Internet Relay Chat |  | 
6668t | irc - Internet Relay Chat |  | 
6669t | Host Control | http://www.simovits.com/trojans/tr_data/y596.html | 2001-06-06
6670t | DeepThroat | | 2000-05-30
6711t | BackDoor-G | http://www.simovits.com/trojans/tr_data/y129.html | 2001-06-06
6712t | Funny trojan | http://www.simovits.com/trojans/tr_data/y503.html | 2001-06-06
6713t | SubSeven | http://www.simovits.com/trojans/tr_data/y1264.html | 2001-06-06
6723t | Mstream | http://www.simovits.com/trojans/tr_data/y838.html | 2001-06-06
6771t | DeepThroat | | 2000-05-30
6776t | BackDoor-G, SubSeven | | 2000-05-30
6838u | Mstream | http://www.simovits.com/trojans/tr_data/y838.html | 2001-06-06
6883t | Delta Source DarkStar  (??) | http://www.simovits.com/trojans/tr_data/y327.html | 2001-06-06
6912t | Shit Heep | http://www.simovits.com/trojans/tr_data/y1183.html | 2001-06-06
6939t | Indoctrination | http://www.simovits.com/trojans/tr_data/y638.html | 2001-06-06
6969t | acmsoda |  | 
6970t | GateCrasher | http://www.simovits.com/trojans/tr_data/y512.html | 2001-06-06
7000t | afs3-fileserver - file server itself, msdos |  | 
7001t | afs3-callback - callbacks to cache managers |  | 
7002t | afs3-prserver - users & groups database |  | 
7003u | afs3-vlserver - volume location database |  | 
7004t | afs3-kaserver - AFS/Kerberos authentication service |  | 
7005u | afs3-volser - volume managment server |  | 
7006u | afs3-errors - error interpretation service |  | 
7007t | afs3-bos - basic overseer process |  | 
7008t | afs3-update - server-to-server updater |  | 
7009u | afs3-rmtsys - remote cache manager service |  | 
7010t | ups-onlinet - onlinet uninterruptable power supplies |  | 
7100u | font-service - X Font Service |  | 
7200t | fodms - FODMS FLIP |  | 
7201t | dlip |  | 
7215t | SubSeven | http://www.simovits.com/trojans/tr_data/y1264.html | 2001-06-06
7300t | NetMonitor | | 2000-05-30
7301t | NetMonitor | | 2000-05-30
7306t | NetMonitor | | 2000-05-30
7307t | NetMonitor | | 2000-05-30
7308t | NetMonitor | | 2000-05-30
7326t | icb - Internet Citizen's Band |  | 
7424u | Host Control | http://www.simovits.com/trojans/tr_data/y596.html | 2001-06-06
7597t | Qaz | http://www.simovits.com/trojans/tr_data/y1048.html | 2001-06-06
7626t | Glacier | http://www.simovits.com/trojans/tr_data/y530.html | 2001-06-06
7648u | cucme-1 - cucme live video/audio server |  | 
7649u | cucme-2 - cucme live video/audio server |  | 
7650u | cucme-3 - cucme live video/audio server |  | 
7651u | cucme-4 - cucme live video/audio server |  | 
7777t | God Message | http://www.simovits.com/trojans/tr_data/y535.html | 2001-06-06
7789t | Back Door Setup | http://www.simovits.com/trojans/tr_data/y117.html | 2001-06-06
7891t | The ReVeNgEr | http://www.simovits.com/trojans/tr_data/y1335.html | 2001-06-06
7983t | Mstream | http://www.simovits.com/trojans/tr_data/y838.html | 2001-06-06
8040t | shortcast | | 
8080t | Brown Orifice | http://www.simovits.com/trojans/tr_data/y196.html | 2001-06-06
8787t | Back Orifice 2000 | http://www.simovits.com/trojans/tr_data/y123.html | 2001-06-06
8988t | BacHack | http://www.simovits.com/trojans/tr_data/y114.html | 2001-06-06
8989t | Rcon, Recon, Xcon | http://www.simovits.com/trojans/tr_data/y1075.html | 2001-06-06
9000t | Netministrator | http://www.simovits.com/trojans/tr_data/y890.html | 2001-06-06
9100t | jetdirect - HP JetDirect card |  | 
9325u | Mstream | http://www.simovits.com/trojans/tr_data/y838.html | 2001-06-06
9400t | InCommand | http://www.simovits.com/trojans/tr_data/y636.html | 2001-06-06
9535t | man |  | 
9872t | Portal of Doom | | 2000-05-30
9873t | Portal of Doom | | 2000-05-30
9874t | Portal of Doom | | 2000-05-30
9875t | Portal of Doom | | 2000-05-30
9876u | sd - Session Director |  | 
9878t | TransScout | http://www.simovits.com/trojans/tr_data/y1371.html | 2001-06-06
9989t | Ini-Killer | http://www.simovits.com/trojans/tr_data/y645.html | 2001-06-06
9999t | The Prayer | http://www.simovits.com/trojans/tr_data/y1334.html | 2001-06-06
10000t | OpwinTRojan | http://www.simovits.com/trojans/tr_data/y952.html | 2001-06-06
10005t | stel - Secure telnet |  | 
10067u | Portal of Doom | | 2000-05-30
10080u | amanda - Amanda Backup Util |  | 
10082t | amandaidx - Amanda indexing |  | 
10083t | amidxtape - Amanda tape indexing |  | 
10085t | Syphillis | http://www.simovits.com/trojans/tr_data/y1282.html | 2001-06-06
10086t | Syphillis | http://www.simovits.com/trojans/tr_data/y1282.html | 2001-06-06
10100t | Control Total | http://www.simovits.com/trojans/tr_data/y279.html | 2001-06-06
10101t | BrainSpy | http://www.simovits.com/trojans/tr_data/y194.html | 2001-06-06
10167u | Portal of Doom | | 2000-05-30
10520t | Acid Shivers | http://www.simovits.com/trojans/tr_data/y32.html | 2001-06-06
10528t | Host Control | http://www.simovits.com/trojans/tr_data/y596.html | 2001-06-06
10607t | Coma | http://www.simovits.com/trojans/tr_data/y267.html | 2001-06-06
10666u | Ambush | http://www.simovits.com/trojans/tr_data/y57.html | 2001-06-06
11000t | Senna Spy Trojan Generator | http://www.simovits.com/trojans/tr_data/y1163.html | 2001-06-06
11050t | Host Control | http://www.simovits.com/trojans/tr_data/y596.html | 2001-06-06
11051t | Host Control | http://www.simovits.com/trojans/tr_data/y596.html | 2001-06-06
11223t | Progenic trojan | http://www.simovits.com/trojans/tr_data/y1029.html | 2001-06-06
12076t | Gjamer | http://www.simovits.com/trojans/tr_data/y528.html | 2001-06-06
12223t | Hack´99 KeyLogger | http://www.simovits.com/trojans/tr_data/y556.html | 2001-06-06
12345t | NetBus - NetBus backdoor trojan |  | 
12346t | NetBus - NetBus backdoor trojan |  | 
12349t | BioNet | http://www.simovits.com/trojans/tr_data/y155.html | 2001-06-06
12361t | Whack-a-mole | http://www.simovits.com/trojans/tr_data/y1444.html | 2001-06-06
12362t | Whack-a-mole | http://www.simovits.com/trojans/tr_data/y1444.html | 2001-06-06
12363t | Whack-a-mole | http://www.simovits.com/trojans/tr_data/y1444.html | 2001-06-06
12623u | DUN Control | http://www.simovits.com/trojans/tr_data/y382.html | 2001-06-06
12624t | ButtMan | http://www.simovits.com/trojans/tr_data/y219.html | 2001-06-06
12631t | Whack Job | http://www.simovits.com/trojans/tr_data/y1443.html | 2001-06-06
